sample_ID,data_source,Strains,Medium,Temperature,pert_time,pert_time_unit,pert_id,perturbation_no_concentration,instrument,Yeast_cell_plate,protein_well,split_final,strain_role,chemical_role
B1-1976,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,60,min,#13,NaCl,CAB,WAY_B-1_P21,E8,val_strain_only,val,train
B1-1977,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,60,min,#5,Cisplatin,CAB,WAY_B-1_P21,E9,train,train,train
B1-1978,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,60,min,#13,NaCl,CAB,WAY_B-1_P21,E10,train,train,train
B1-1979,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,60,min,#5,Cisplatin,CAB,WAY_B-1_P21,E11,train,train,train
B1-1980,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,60,min,#13,NaCl,CAB,WAY_B-1_P21,E12,train,train,train
B1-1983,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,60,min,#6,CHX,CAB,WAY_B-1_P21,F3,train,train,train
B1-1986,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,60,min,#14,Hydroxyurea,CAB,WAY_B-1_P21,F6,val_chem_only,train,val
B1-1987,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,60,min,#6,CHX,CAB,WAY_B-1_P21,F7,val_strain_only,val,train
B1-1988,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,60,min,#14,Hydroxyurea,CAB,WAY_B-1_P21,F8,val_both,val,val
B1-1989,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,60,min,#6,CHX,CAB,WAY_B-1_P21,F9,train,train,train
B1-1990,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,60,min,#14,Hydroxyurea,CAB,WAY_B-1_P21,F10,val_chem_only,train,val
B1-1991,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,60,min,#6,CHX,CAB,WAY_B-1_P21,F11,train,train,train
B1-1992,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,60,min,#14,Hydroxyurea,CAB,WAY_B-1_P21,F12,val_chem_only,train,val
B1-1995,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,60,min,#7,SDS,CAB,WAY_B-1_P21,G3,train,train,train
B1-1998,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,60,min,#15,Sorbitol,CAB,WAY_B-1_P21,G6,train,train,train
B1-1999,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,60,min,#7,SDS,CAB,WAY_B-1_P21,G7,val_strain_only,val,train
B1-2000,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,60,min,#15,Sorbitol,CAB,WAY_B-1_P21,G8,val_strain_only,val,train
B1-2001,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,60,min,#7,SDS,CAB,WAY_B-1_P21,G9,train,train,train
B1-2002,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,60,min,#15,Sorbitol,CAB,WAY_B-1_P21,G10,train,train,train
B1-2003,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,60,min,#7,SDS,CAB,WAY_B-1_P21,G11,train,train,train
B1-2004,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,60,min,#15,Sorbitol,CAB,WAY_B-1_P21,G12,train,train,train
B1-2010,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,60,min,#16,EDTA,CAB,WAY_B-1_P21,H6,train,train,train
B1-2012,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,60,min,#16,EDTA,CAB,WAY_B-1_P21,H8,val_strain_only,val,train
B1-2014,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,60,min,#16,EDTA,CAB,WAY_B-1_P21,H10,train,train,train
B1-2016,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,60,min,#16,EDTA,CAB,WAY_B-1_P21,H12,train,train,train
B1-2019,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,#1,Water,QE1,WAY_B-1_P22,A3,train,train,train
B1-2020,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,#9,Amphotericin B,QE1,WAY_B-1_P22,A4,val_chem_only,train,val
B1-2022,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,#9,Amphotericin B,QE1,WAY_B-1_P22,A6,val_chem_only,train,val
B1-2023,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,90,min,#1,Water,QE1,WAY_B-1_P22,A7,val_strain_only,val,train
B1-2024,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,90,min,#9,Amphotericin B,QE1,WAY_B-1_P22,A8,val_both,val,val
B1-2025,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,90,min,#1,Water,QE1,WAY_B-1_P22,A9,train,train,train
B1-2026,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,90,min,#9,Amphotericin B,QE1,WAY_B-1_P22,A10,val_chem_only,train,val
B1-2027,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,#1,Water,QE1,WAY_B-1_P22,A11,train,train,train
B1-2028,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,#9,Amphotericin B,QE1,WAY_B-1_P22,A12,val_chem_only,train,val
B1-2031,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,#2,EDTA,QE1,WAY_B-1_P22,B3,train,train,train
B1-2032,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,#10,Rapamycin,QE1,WAY_B-1_P22,B4,train,train,train
B1-2033,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,#2,EDTA,QE1,WAY_B-1_P22,B5,train,train,train
B1-2034,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,#10,Rapamycin,QE1,WAY_B-1_P22,B6,train,train,train
B1-2035,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,90,min,#2,EDTA,QE1,WAY_B-1_P22,B7,val_strain_only,val,train
B1-2036,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,90,min,#10,Rapamycin,QE1,WAY_B-1_P22,B8,val_strain_only,val,train
B1-2038,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,90,min,#10,Rapamycin,QE1,WAY_B-1_P22,B10,train,train,train
B1-2039,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,#2,EDTA,QE1,WAY_B-1_P22,B11,train,train,train
B1-2040,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,#10,Rapamycin,QE1,WAY_B-1_P22,B12,train,train,train
B1-2044,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,#11,FCCP,QE1,WAY_B-1_P22,C4,val_chem_only,train,val
B1-2046,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,#11,FCCP,QE1,WAY_B-1_P22,C6,val_chem_only,train,val
B1-2048,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,90,min,#11,FCCP,QE1,WAY_B-1_P22,C8,val_both,val,val
B1-2050,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,90,min,#11,FCCP,QE1,WAY_B-1_P22,C10,val_chem_only,train,val
B1-2052,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,#11,FCCP,QE1,WAY_B-1_P22,C12,val_chem_only,train,val
B1-2056,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,#12,DMSO,QE1,WAY_B-1_P22,D4,train,train,train
B1-2058,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,#12,DMSO,QE1,WAY_B-1_P22,D6,train,train,train
B1-2060,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,90,min,#12,DMSO,QE1,WAY_B-1_P22,D8,val_strain_only,val,train
B1-2062,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,90,min,#12,DMSO,QE1,WAY_B-1_P22,D10,train,train,train
B1-2064,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,#12,DMSO,QE1,WAY_B-1_P22,D12,train,train,train
B1-2067,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,#5,Cisplatin,QE1,WAY_B-1_P22,E3,train,train,train
B1-2068,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,#13,NaCl,QE1,WAY_B-1_P22,E4,train,train,train
B1-2069,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,#5,Cisplatin,QE1,WAY_B-1_P22,E5,train,train,train
B1-2070,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,#13,NaCl,QE1,WAY_B-1_P22,E6,train,train,train
B1-2071,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,90,min,#5,Cisplatin,QE1,WAY_B-1_P22,E7,val_strain_only,val,train
B1-2072,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,90,min,#13,NaCl,QE1,WAY_B-1_P22,E8,val_strain_only,val,train
B1-2073,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,90,min,#5,Cisplatin,QE1,WAY_B-1_P22,E9,train,train,train
B1-2074,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,90,min,#13,NaCl,QE1,WAY_B-1_P22,E10,train,train,train
B1-2075,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,#5,Cisplatin,QE1,WAY_B-1_P22,E11,train,train,train
B1-2076,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,#13,NaCl,QE1,WAY_B-1_P22,E12,train,train,train
B1-2079,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,#6,CHX,QE1,WAY_B-1_P22,F3,train,train,train
B1-2080,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,#14,Hydroxyurea,QE1,WAY_B-1_P22,F4,val_chem_only,train,val
B1-2081,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,#6,CHX,QE1,WAY_B-1_P22,F5,train,train,train
B1-2082,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,#14,Hydroxyurea,QE1,WAY_B-1_P22,F6,val_chem_only,train,val
B1-2083,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,90,min,#6,CHX,QE1,WAY_B-1_P22,F7,val_strain_only,val,train
B1-2084,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,90,min,#14,Hydroxyurea,QE1,WAY_B-1_P22,F8,val_both,val,val
B1-2085,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,90,min,#6,CHX,QE1,WAY_B-1_P22,F9,train,train,train
B1-2086,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,90,min,#14,Hydroxyurea,QE1,WAY_B-1_P22,F10,val_chem_only,train,val
B1-2087,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,#6,CHX,QE1,WAY_B-1_P22,F11,train,train,train
B1-2088,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,#14,Hydroxyurea,QE1,WAY_B-1_P22,F12,val_chem_only,train,val
B1-2091,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,#7,SDS,QE1,WAY_B-1_P22,G3,train,train,train
B1-2092,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,#15,Sorbitol,QE1,WAY_B-1_P22,G4,train,train,train
B1-2093,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,#7,SDS,QE1,WAY_B-1_P22,G5,train,train,train
B1-2094,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,#15,Sorbitol,QE1,WAY_B-1_P22,G6,train,train,train
B1-2095,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,90,min,#7,SDS,QE1,WAY_B-1_P22,G7,val_strain_only,val,train
B1-2096,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,90,min,#15,Sorbitol,QE1,WAY_B-1_P22,G8,val_strain_only,val,train
B1-2098,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,90,min,#15,Sorbitol,QE1,WAY_B-1_P22,G10,train,train,train
B1-2099,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,#7,SDS,QE1,WAY_B-1_P22,G11,train,train,train
B1-2100,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,#15,Sorbitol,QE1,WAY_B-1_P22,G12,train,train,train
B1-2104,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,#16,EDTA,QE1,WAY_B-1_P22,H4,train,train,train
B1-2106,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,#16,EDTA,QE1,WAY_B-1_P22,H6,train,train,train
B1-2108,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,90,min,#16,EDTA,QE1,WAY_B-1_P22,H8,val_strain_only,val,train
B1-2112,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,#16,EDTA,QE1,WAY_B-1_P22,H12,train,train,train
B1-2115,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,#1,Water,QE2,WAY_B-1_P23,A3,train,train,train
B1-2116,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,#9,Amphotericin B,QE2,WAY_B-1_P23,A4,val_chem_only,train,val
B1-2117,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,#1,Water,QE2,WAY_B-1_P23,A5,train,train,train
B1-2118,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,#9,Amphotericin B,QE2,WAY_B-1_P23,A6,val_chem_only,train,val
B1-2119,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,120,min,#1,Water,QE2,WAY_B-1_P23,A7,val_strain_only,val,train
B1-2120,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,120,min,#9,Amphotericin B,QE2,WAY_B-1_P23,A8,val_both,val,val
B1-2121,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,#1,Water,QE2,WAY_B-1_P23,A9,train,train,train
B1-2122,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,#9,Amphotericin B,QE2,WAY_B-1_P23,A10,val_chem_only,train,val
B1-2123,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,120,min,#1,Water,QE2,WAY_B-1_P23,A11,train,train,train
B1-2124,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,120,min,#9,Amphotericin B,QE2,WAY_B-1_P23,A12,val_chem_only,train,val
B1-2127,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,#2,EDTA,QE2,WAY_B-1_P23,B3,train,train,train
B1-2128,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,#10,Rapamycin,QE2,WAY_B-1_P23,B4,train,train,train
B1-2129,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,#2,EDTA,QE2,WAY_B-1_P23,B5,train,train,train
B1-2130,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,#10,Rapamycin,QE2,WAY_B-1_P23,B6,train,train,train
B1-2131,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,120,min,#2,EDTA,QE2,WAY_B-1_P23,B7,val_strain_only,val,train
B1-2132,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,120,min,#10,Rapamycin,QE2,WAY_B-1_P23,B8,val_strain_only,val,train
B1-2133,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,#2,EDTA,QE2,WAY_B-1_P23,B9,train,train,train
B1-2134,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,#10,Rapamycin,QE2,WAY_B-1_P23,B10,train,train,train
B1-2135,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,120,min,#2,EDTA,QE2,WAY_B-1_P23,B11,train,train,train
B1-2136,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,120,min,#10,Rapamycin,QE2,WAY_B-1_P23,B12,val_time,train,train
B1-2140,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,#11,FCCP,QE2,WAY_B-1_P23,C4,val_chem_only,train,val
B1-2142,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,#11,FCCP,QE2,WAY_B-1_P23,C6,val_chem_only,train,val
B1-2144,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,120,min,#11,FCCP,QE2,WAY_B-1_P23,C8,val_both,val,val
B1-2146,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,#11,FCCP,QE2,WAY_B-1_P23,C10,val_chem_only,train,val
B1-2148,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,120,min,#11,FCCP,QE2,WAY_B-1_P23,C12,val_chem_only,train,val
B1-2152,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,#12,DMSO,QE2,WAY_B-1_P23,D4,train,train,train
B1-2154,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,#12,DMSO,QE2,WAY_B-1_P23,D6,train,train,train
B1-2156,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,120,min,#12,DMSO,QE2,WAY_B-1_P23,D8,val_strain_only,val,train
B1-2158,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,#12,DMSO,QE2,WAY_B-1_P23,D10,train,train,train
B1-2163,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,#5,Cisplatin,QE2,WAY_B-1_P23,E3,train,train,train
B1-2164,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,#13,NaCl,QE2,WAY_B-1_P23,E4,train,train,train
B1-2165,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,#5,Cisplatin,QE2,WAY_B-1_P23,E5,train,train,train
B1-2166,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,#13,NaCl,QE2,WAY_B-1_P23,E6,train,train,train
B1-2167,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,120,min,#5,Cisplatin,QE2,WAY_B-1_P23,E7,val_strain_only,val,train
B1-2168,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,120,min,#13,NaCl,QE2,WAY_B-1_P23,E8,val_strain_only,val,train
B1-2169,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,#5,Cisplatin,QE2,WAY_B-1_P23,E9,train,train,train
B1-2170,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,#13,NaCl,QE2,WAY_B-1_P23,E10,train,train,train
B1-2171,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,120,min,#5,Cisplatin,QE2,WAY_B-1_P23,E11,train,train,train
B1-2172,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,120,min,#13,NaCl,QE2,WAY_B-1_P23,E12,train,train,train
B1-2175,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,#6,CHX,QE2,WAY_B-1_P23,F3,train,train,train
B1-2176,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,#14,Hydroxyurea,QE2,WAY_B-1_P23,F4,val_chem_only,train,val
B1-2177,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,#6,CHX,QE2,WAY_B-1_P23,F5,train,train,train
B1-2178,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,#14,Hydroxyurea,QE2,WAY_B-1_P23,F6,val_chem_only,train,val
B1-2179,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,120,min,#6,CHX,QE2,WAY_B-1_P23,F7,val_strain_only,val,train
B1-2180,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,120,min,#14,Hydroxyurea,QE2,WAY_B-1_P23,F8,val_both,val,val
B1-2181,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,#6,CHX,QE2,WAY_B-1_P23,F9,train,train,train
B1-2182,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,#14,Hydroxyurea,QE2,WAY_B-1_P23,F10,val_chem_only,train,val
B1-2184,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,120,min,#14,Hydroxyurea,QE2,WAY_B-1_P23,F12,val_chem_only,train,val
B1-2187,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,#7,SDS,QE2,WAY_B-1_P23,G3,train,train,train
B1-2188,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,#15,Sorbitol,QE2,WAY_B-1_P23,G4,train,train,train
B1-2189,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,#7,SDS,QE2,WAY_B-1_P23,G5,train,train,train
B1-2190,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,#15,Sorbitol,QE2,WAY_B-1_P23,G6,val_time,train,train
B1-2191,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,120,min,#7,SDS,QE2,WAY_B-1_P23,G7,val_strain_only,val,train
B1-2192,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,120,min,#15,Sorbitol,QE2,WAY_B-1_P23,G8,val_strain_only,val,train
B1-2193,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,#7,SDS,QE2,WAY_B-1_P23,G9,train,train,train
B1-2194,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,#15,Sorbitol,QE2,WAY_B-1_P23,G10,train,train,train
B1-2195,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,120,min,#7,SDS,QE2,WAY_B-1_P23,G11,train,train,train
B1-2196,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,120,min,#15,Sorbitol,QE2,WAY_B-1_P23,G12,train,train,train
B1-2200,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,#16,EDTA,QE2,WAY_B-1_P23,H4,train,train,train
B1-2202,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,#16,EDTA,QE2,WAY_B-1_P23,H6,train,train,train
B1-2204,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,120,min,#16,EDTA,QE2,WAY_B-1_P23,H8,val_strain_only,val,train
B1-2206,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,#16,EDTA,QE2,WAY_B-1_P23,H10,train,train,train
B1-2208,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,120,min,#16,EDTA,QE2,WAY_B-1_P23,H12,train,train,train
B1-2211,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,240,min,#1,Water,CAB,WAY_B-1_P24,A3,train,train,train
B1-2212,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,240,min,#9,Amphotericin B,CAB,WAY_B-1_P24,A4,val_chem_only,train,val
B1-2213,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,240,min,#1,Water,CAB,WAY_B-1_P24,A5,train,train,train
B1-2214,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,240,min,#9,Amphotericin B,CAB,WAY_B-1_P24,A6,val_chem_only,train,val
B1-2215,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,240,min,#1,Water,CAB,WAY_B-1_P24,A7,val_strain_only,val,train
B1-2216,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,240,min,#9,Amphotericin B,CAB,WAY_B-1_P24,A8,val_both,val,val
B1-2217,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,240,min,#1,Water,CAB,WAY_B-1_P24,A9,train,train,train
B1-2218,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,240,min,#9,Amphotericin B,CAB,WAY_B-1_P24,A10,val_chem_only,train,val
B1-2219,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,240,min,#1,Water,CAB,WAY_B-1_P24,A11,train,train,train
B1-2220,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,240,min,#9,Amphotericin B,CAB,WAY_B-1_P24,A12,val_chem_only,train,val
B1-2223,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,240,min,#2,EDTA,CAB,WAY_B-1_P24,B3,train,train,train
B1-2224,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,240,min,#10,Rapamycin,CAB,WAY_B-1_P24,B4,train,train,train
B1-2225,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,240,min,#2,EDTA,CAB,WAY_B-1_P24,B5,train,train,train
B1-2226,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,240,min,#10,Rapamycin,CAB,WAY_B-1_P24,B6,train,train,train
B1-2227,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,240,min,#2,EDTA,CAB,WAY_B-1_P24,B7,val_strain_only,val,train
B1-2228,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,240,min,#10,Rapamycin,CAB,WAY_B-1_P24,B8,val_strain_only,val,train
B1-2229,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,240,min,#2,EDTA,CAB,WAY_B-1_P24,B9,train,train,train
B1-2230,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,240,min,#10,Rapamycin,CAB,WAY_B-1_P24,B10,train,train,train
B1-2231,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,240,min,#2,EDTA,CAB,WAY_B-1_P24,B11,train,train,train
B1-2232,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,240,min,#10,Rapamycin,CAB,WAY_B-1_P24,B12,train,train,train
B1-2236,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,240,min,#11,FCCP,CAB,WAY_B-1_P24,C4,val_chem_only,train,val
B1-2238,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,240,min,#11,FCCP,CAB,WAY_B-1_P24,C6,val_chem_only,train,val
B1-2240,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,240,min,#11,FCCP,CAB,WAY_B-1_P24,C8,val_both,val,val
B1-2242,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,240,min,#11,FCCP,CAB,WAY_B-1_P24,C10,val_chem_only,train,val
B1-2244,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,240,min,#11,FCCP,CAB,WAY_B-1_P24,C12,val_chem_only,train,val
B1-2248,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,240,min,#12,DMSO,CAB,WAY_B-1_P24,D4,train,train,train
B1-2250,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,240,min,#12,DMSO,CAB,WAY_B-1_P24,D6,train,train,train
B1-2252,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,240,min,#12,DMSO,CAB,WAY_B-1_P24,D8,val_strain_only,val,train
B1-2254,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,240,min,#12,DMSO,CAB,WAY_B-1_P24,D10,train,train,train
B1-2256,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,240,min,#12,DMSO,CAB,WAY_B-1_P24,D12,train,train,train
B1-2259,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,240,min,#5,Cisplatin,CAB,WAY_B-1_P24,E3,train,train,train
B1-2260,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,240,min,#13,NaCl,CAB,WAY_B-1_P24,E4,train,train,train
B1-2261,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,240,min,#5,Cisplatin,CAB,WAY_B-1_P24,E5,train,train,train
B1-2262,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,240,min,#13,NaCl,CAB,WAY_B-1_P24,E6,train,train,train
B1-2263,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,240,min,#5,Cisplatin,CAB,WAY_B-1_P24,E7,val_strain_only,val,train
B1-2264,WAYB_rep1,BAI,YNB+CSM+2% galactose,37,240,min,#13,NaCl,CAB,WAY_B-1_P24,E8,val_strain_only,val,train
B1-2265,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,240,min,#5,Cisplatin,CAB,WAY_B-1_P24,E9,train,train,train
B1-2266,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,240,min,#13,NaCl,CAB,WAY_B-1_P24,E10,train,train,train
B1-2267,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,240,min,#5,Cisplatin,CAB,WAY_B-1_P24,E11,train,train,train
