sample_ID,data_source,Strains,Medium,Temperature,pert_time,pert_time_unit,pert_id,perturbation_no_concentration,instrument,Yeast_cell_plate,protein_well,split_final,strain_role,chemical_role
B2185,WAYB,CRD,YNB+CSM+2% glucose,37,120,min,#7,SDS,O,WAY_BP23,G1,test_strain_only,test,train
B2186,WAYB,CRD,YNB+CSM+2% glucose,37,120,min,#15,Sorbitol,O,WAY_BP23,G2,test_strain_only,test,train
B2197,WAYB,CRD,YNB+CSM+2% glucose,37,120,min,#8,G418,O,WAY_BP23,H1,test_both,test,test
B2198,WAYB,CRD,YNB+CSM+2% glucose,37,120,min,#16,EDTA,O,WAY_BP23,H2,test_strain_only,test,train
B2199,WAYB,CGD,YNB+CSM+2% glucose,37,120,min,#8,G418,O,WAY_BP23,H3,test_chem_only,train,test
B2201,WAYB,BAH,YNB+CSM+2% glucose,37,120,min,#8,G418,O,WAY_BP23,H5,test_chem_only,train,test
B2203,WAYB,BAI,YNB+CSM+2% glucose,37,120,min,#8,G418,O,WAY_BP23,H7,test_both,val,test
B2205,WAYB,CEK,YNB+CSM+2% glucose,37,120,min,#8,G418,O,WAY_BP23,H9,test_chem_only,train,test
B2207,WAYB,DHY210,YNB+CSM+2% glucose,37,120,min,#8,G418,O,WAY_BP23,H11,test_chem_only,train,test
B2209,WAYB,CRD,YNB+CSM+2% glucose,37,240,min,#1,Water,CAC,WAY_BP24,A1,test_strain_only,test,train
B2210,WAYB,CRD,YNB+CSM+2% glucose,37,240,min,#9,Amphotericin B,CAC,WAY_BP24,A2,test_both,test,val
B2221,WAYB,CRD,YNB+CSM+2% glucose,37,240,min,#2,EDTA,CAC,WAY_BP24,B1,test_strain_only,test,train
B2222,WAYB,CRD,YNB+CSM+2% glucose,37,240,min,#10,Rapamycin,CAC,WAY_BP24,B2,test_strain_only,test,train
B2233,WAYB,CRD,YNB+CSM+2% glucose,37,240,min,#3,H2O2,CAC,WAY_BP24,C1,test_both,test,test
B2234,WAYB,CRD,YNB+CSM+2% glucose,37,240,min,#11,FCCP,CAC,WAY_BP24,C2,test_both,test,val
B2235,WAYB,CGD,YNB+CSM+2% glucose,37,240,min,#3,H2O2,CAC,WAY_BP24,C3,test_chem_only,train,test
B2237,WAYB,BAH,YNB+CSM+2% glucose,37,240,min,#3,H2O2,CAC,WAY_BP24,C5,test_chem_only,train,test
B2239,WAYB,BAI,YNB+CSM+2% glucose,37,240,min,#3,H2O2,CAC,WAY_BP24,C7,test_both,val,test
B2241,WAYB,CEK,YNB+CSM+2% glucose,37,240,min,#3,H2O2,CAC,WAY_BP24,C9,test_chem_only,train,test
B2245,WAYB,CRD,YNB+CSM+2% glucose,37,240,min,#4,MMS,CAC,WAY_BP24,D1,test_both,test,test
B2246,WAYB,CRD,YNB+CSM+2% glucose,37,240,min,#12,DMSO,CAC,WAY_BP24,D2,test_strain_only,test,train
B2247,WAYB,CGD,YNB+CSM+2% glucose,37,240,min,#4,MMS,CAC,WAY_BP24,D3,test_chem_only,train,test
B2249,WAYB,BAH,YNB+CSM+2% glucose,37,240,min,#4,MMS,CAC,WAY_BP24,D5,test_chem_only,train,test
B2251,WAYB,BAI,YNB+CSM+2% glucose,37,240,min,#4,MMS,CAC,WAY_BP24,D7,test_both,val,test
B2253,WAYB,CEK,YNB+CSM+2% glucose,37,240,min,#4,MMS,CAC,WAY_BP24,D9,test_chem_only,train,test
B2255,WAYB,DHY210,YNB+CSM+2% glucose,37,240,min,#4,MMS,CAC,WAY_BP24,D11,test_chem_only,train,test
B2257,WAYB,CRD,YNB+CSM+2% glucose,37,240,min,#5,Cisplatin,CAC,WAY_BP24,E1,test_strain_only,test,train
B2258,WAYB,CRD,YNB+CSM+2% glucose,37,240,min,#13,NaCl,CAC,WAY_BP24,E2,test_strain_only,test,train
B2269,WAYB,CRD,YNB+CSM+2% glucose,37,240,min,#6,CHX,CAC,WAY_BP24,F1,test_strain_only,test,train
B2270,WAYB,CRD,YNB+CSM+2% glucose,37,240,min,#14,Hydroxyurea,CAC,WAY_BP24,F2,test_both,test,val
B2281,WAYB,CRD,YNB+CSM+2% glucose,37,240,min,#7,SDS,CAC,WAY_BP24,G1,test_strain_only,test,train
B2282,WAYB,CRD,YNB+CSM+2% glucose,37,240,min,#15,Sorbitol,CAC,WAY_BP24,G2,test_strain_only,test,train
B2293,WAYB,CRD,YNB+CSM+2% glucose,37,240,min,#8,G418,CAC,WAY_BP24,H1,test_both,test,test
B2294,WAYB,CRD,YNB+CSM+2% glucose,37,240,min,#16,EDTA,CAC,WAY_BP24,H2,test_strain_only,test,train
B2295,WAYB,CGD,YNB+CSM+2% glucose,37,240,min,#8,G418,CAC,WAY_BP24,H3,test_chem_only,train,test
B2297,WAYB,BAH,YNB+CSM+2% glucose,37,240,min,#8,G418,CAC,WAY_BP24,H5,test_chem_only,train,test
B2299,WAYB,BAI,YNB+CSM+2% glucose,37,240,min,#8,G418,CAC,WAY_BP24,H7,test_both,val,test
B2301,WAYB,CEK,YNB+CSM+2% glucose,37,240,min,#8,G418,CAC,WAY_BP24,H9,test_chem_only,train,test
B2303,WAYB,DHY210,YNB+CSM+2% glucose,37,240,min,#8,G418,CAC,WAY_BP24,H11,test_chem_only,train,test
B1-1,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,15,min,#1,Water,CAB,WAY_B-1_P1,A1,test_strain_only,test,train
B1-2,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,15,min,#9,Amphotericin B,CAB,WAY_B-1_P1,A2,test_both,test,val
B1-13,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,15,min,#2,EDTA,CAB,WAY_B-1_P1,B1,test_strain_only,test,train
B1-14,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,15,min,#10,Rapamycin,CAB,WAY_B-1_P1,B2,test_strain_only,test,train
B1-25,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,15,min,#3,H2O2,CAB,WAY_B-1_P1,C1,test_both,test,test
B1-26,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,15,min,#11,FCCP,CAB,WAY_B-1_P1,C2,test_both,test,val
B1-27,WAYB_rep1,CGD,YNB+CSM+2% glucose,30,15,min,#3,H2O2,CAB,WAY_B-1_P1,C3,test_chem_only,train,test
B1-29,WAYB_rep1,BAH,YNB+CSM+2% glucose,30,15,min,#3,H2O2,CAB,WAY_B-1_P1,C5,test_chem_only,train,test
B1-31,WAYB_rep1,BAI,YNB+CSM+2% glucose,30,15,min,#3,H2O2,CAB,WAY_B-1_P1,C7,test_both,val,test
B1-33,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,15,min,#3,H2O2,CAB,WAY_B-1_P1,C9,test_chem_only,train,test
B1-35,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,15,min,#3,H2O2,CAB,WAY_B-1_P1,C11,test_chem_only,train,test
B1-37,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,15,min,#4,MMS,CAB,WAY_B-1_P1,D1,test_both,test,test
B1-38,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,15,min,#12,DMSO,CAB,WAY_B-1_P1,D2,test_strain_only,test,train
B1-39,WAYB_rep1,CGD,YNB+CSM+2% glucose,30,15,min,#4,MMS,CAB,WAY_B-1_P1,D3,test_chem_only,train,test
B1-41,WAYB_rep1,BAH,YNB+CSM+2% glucose,30,15,min,#4,MMS,CAB,WAY_B-1_P1,D5,test_chem_only,train,test
B1-43,WAYB_rep1,BAI,YNB+CSM+2% glucose,30,15,min,#4,MMS,CAB,WAY_B-1_P1,D7,test_both,val,test
B1-45,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,15,min,#4,MMS,CAB,WAY_B-1_P1,D9,test_chem_only,train,test
B1-47,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,15,min,#4,MMS,CAB,WAY_B-1_P1,D11,test_chem_only,train,test
B1-49,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,15,min,#5,Cisplatin,CAB,WAY_B-1_P1,E1,test_strain_only,test,train
B1-50,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,15,min,#13,NaCl,CAB,WAY_B-1_P1,E2,test_strain_only,test,train
B1-61,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,15,min,#6,CHX,CAB,WAY_B-1_P1,F1,test_strain_only,test,train
B1-62,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,15,min,#14,Hydroxyurea,CAB,WAY_B-1_P1,F2,test_both,test,val
B1-65,WAYB_rep1,BAH,YNB+CSM+2% glucose,30,15,min,#6,CHX,CAB,WAY_B-1_P1,F5,test_time,train,train
B1-73,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,15,min,#7,SDS,CAB,WAY_B-1_P1,G1,test_strain_only,test,train
B1-74,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,15,min,#15,Sorbitol,CAB,WAY_B-1_P1,G2,test_strain_only,test,train
B1-76,WAYB_rep1,CGD,YNB+CSM+2% glucose,30,15,min,#15,Sorbitol,CAB,WAY_B-1_P1,G4,test_time,train,train
B1-85,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,15,min,#8,G418,CAB,WAY_B-1_P1,H1,test_both,test,test
B1-86,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,15,min,#16,EDTA,CAB,WAY_B-1_P1,H2,test_strain_only,test,train
B1-87,WAYB_rep1,CGD,YNB+CSM+2% glucose,30,15,min,#8,G418,CAB,WAY_B-1_P1,H3,test_chem_only,train,test
B1-89,WAYB_rep1,BAH,YNB+CSM+2% glucose,30,15,min,#8,G418,CAB,WAY_B-1_P1,H5,test_chem_only,train,test
B1-91,WAYB_rep1,BAI,YNB+CSM+2% glucose,30,15,min,#8,G418,CAB,WAY_B-1_P1,H7,test_both,val,test
B1-93,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,15,min,#8,G418,CAB,WAY_B-1_P1,H9,test_chem_only,train,test
B1-95,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,15,min,#8,G418,CAB,WAY_B-1_P1,H11,test_chem_only,train,test
B1-97,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,30,min,#1,Water,QE1,WAY_B-1_P2,A1,test_strain_only,test,train
B1-98,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,30,min,#9,Amphotericin B,QE1,WAY_B-1_P2,A2,test_both,test,val
B1-109,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,30,min,#2,EDTA,QE1,WAY_B-1_P2,B1,test_strain_only,test,train
B1-110,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,30,min,#10,Rapamycin,QE1,WAY_B-1_P2,B2,test_strain_only,test,train
B1-121,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,30,min,#3,H2O2,QE1,WAY_B-1_P2,C1,test_both,test,test
B1-122,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,30,min,#11,FCCP,QE1,WAY_B-1_P2,C2,test_both,test,val
B1-123,WAYB_rep1,CGD,YNB+CSM+2% glucose,30,30,min,#3,H2O2,QE1,WAY_B-1_P2,C3,test_chem_only,train,test
B1-125,WAYB_rep1,BAH,YNB+CSM+2% glucose,30,30,min,#3,H2O2,QE1,WAY_B-1_P2,C5,test_chem_only,train,test
B1-127,WAYB_rep1,BAI,YNB+CSM+2% glucose,30,30,min,#3,H2O2,QE1,WAY_B-1_P2,C7,test_both,val,test
B1-129,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,30,min,#3,H2O2,QE1,WAY_B-1_P2,C9,test_chem_only,train,test
B1-131,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,30,min,#3,H2O2,QE1,WAY_B-1_P2,C11,test_chem_only,train,test
B1-133,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,30,min,#4,MMS,QE1,WAY_B-1_P2,D1,test_both,test,test
B1-134,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,30,min,#12,DMSO,QE1,WAY_B-1_P2,D2,test_strain_only,test,train
B1-135,WAYB_rep1,CGD,YNB+CSM+2% glucose,30,30,min,#4,MMS,QE1,WAY_B-1_P2,D3,test_chem_only,train,test
B1-137,WAYB_rep1,BAH,YNB+CSM+2% glucose,30,30,min,#4,MMS,QE1,WAY_B-1_P2,D5,test_chem_only,train,test
B1-139,WAYB_rep1,BAI,YNB+CSM+2% glucose,30,30,min,#4,MMS,QE1,WAY_B-1_P2,D7,test_both,val,test
B1-141,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,30,min,#4,MMS,QE1,WAY_B-1_P2,D9,test_chem_only,train,test
B1-143,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,30,min,#4,MMS,QE1,WAY_B-1_P2,D11,test_chem_only,train,test
B1-145,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,30,min,#5,Cisplatin,QE1,WAY_B-1_P2,E1,test_strain_only,test,train
B1-146,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,30,min,#13,NaCl,QE1,WAY_B-1_P2,E2,test_strain_only,test,train
B1-157,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,30,min,#6,CHX,QE1,WAY_B-1_P2,F1,test_strain_only,test,train
B1-158,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,30,min,#14,Hydroxyurea,QE1,WAY_B-1_P2,F2,test_both,test,val
B1-169,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,30,min,#7,SDS,QE1,WAY_B-1_P2,G1,test_strain_only,test,train
B1-170,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,30,min,#15,Sorbitol,QE1,WAY_B-1_P2,G2,test_strain_only,test,train
B1-181,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,30,min,#8,G418,QE1,WAY_B-1_P2,H1,test_both,test,test
B1-182,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,30,min,#16,EDTA,QE1,WAY_B-1_P2,H2,test_strain_only,test,train
B1-183,WAYB_rep1,CGD,YNB+CSM+2% glucose,30,30,min,#8,G418,QE1,WAY_B-1_P2,H3,test_chem_only,train,test
B1-185,WAYB_rep1,BAH,YNB+CSM+2% glucose,30,30,min,#8,G418,QE1,WAY_B-1_P2,H5,test_chem_only,train,test
B1-187,WAYB_rep1,BAI,YNB+CSM+2% glucose,30,30,min,#8,G418,QE1,WAY_B-1_P2,H7,test_both,val,test
B1-189,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,30,min,#8,G418,QE1,WAY_B-1_P2,H9,test_chem_only,train,test
B1-191,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,30,min,#8,G418,QE1,WAY_B-1_P2,H11,test_chem_only,train,test
B1-193,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,60,min,#1,Water,QE2,WAY_B-1_P3,A1,test_strain_only,test,train
B1-194,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,60,min,#9,Amphotericin B,QE2,WAY_B-1_P3,A2,test_both,test,val
B1-205,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,60,min,#2,EDTA,QE2,WAY_B-1_P3,B1,test_strain_only,test,train
B1-206,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,60,min,#10,Rapamycin,QE2,WAY_B-1_P3,B2,test_strain_only,test,train
B1-217,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,60,min,#3,H2O2,QE2,WAY_B-1_P3,C1,test_both,test,test
B1-218,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,60,min,#11,FCCP,QE2,WAY_B-1_P3,C2,test_both,test,val
B1-219,WAYB_rep1,CGD,YNB+CSM+2% glucose,30,60,min,#3,H2O2,QE2,WAY_B-1_P3,C3,test_chem_only,train,test
B1-221,WAYB_rep1,BAH,YNB+CSM+2% glucose,30,60,min,#3,H2O2,QE2,WAY_B-1_P3,C5,test_chem_only,train,test
B1-223,WAYB_rep1,BAI,YNB+CSM+2% glucose,30,60,min,#3,H2O2,QE2,WAY_B-1_P3,C7,test_both,val,test
B1-225,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,60,min,#3,H2O2,QE2,WAY_B-1_P3,C9,test_chem_only,train,test
B1-227,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,60,min,#3,H2O2,QE2,WAY_B-1_P3,C11,test_chem_only,train,test
B1-229,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,60,min,#4,MMS,QE2,WAY_B-1_P3,D1,test_both,test,test
B1-230,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,60,min,#12,DMSO,QE2,WAY_B-1_P3,D2,test_strain_only,test,train
B1-231,WAYB_rep1,CGD,YNB+CSM+2% glucose,30,60,min,#4,MMS,QE2,WAY_B-1_P3,D3,test_chem_only,train,test
B1-233,WAYB_rep1,BAH,YNB+CSM+2% glucose,30,60,min,#4,MMS,QE2,WAY_B-1_P3,D5,test_chem_only,train,test
B1-235,WAYB_rep1,BAI,YNB+CSM+2% glucose,30,60,min,#4,MMS,QE2,WAY_B-1_P3,D7,test_both,val,test
B1-237,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,60,min,#4,MMS,QE2,WAY_B-1_P3,D9,test_chem_only,train,test
B1-239,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,60,min,#4,MMS,QE2,WAY_B-1_P3,D11,test_chem_only,train,test
B1-241,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,60,min,#5,Cisplatin,QE2,WAY_B-1_P3,E1,test_strain_only,test,train
B1-242,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,60,min,#13,NaCl,QE2,WAY_B-1_P3,E2,test_strain_only,test,train
B1-253,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,60,min,#6,CHX,QE2,WAY_B-1_P3,F1,test_strain_only,test,train
B1-254,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,60,min,#14,Hydroxyurea,QE2,WAY_B-1_P3,F2,test_both,test,val
B1-265,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,60,min,#7,SDS,QE2,WAY_B-1_P3,G1,test_strain_only,test,train
B1-266,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,60,min,#15,Sorbitol,QE2,WAY_B-1_P3,G2,test_strain_only,test,train
B1-273,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,60,min,#7,SDS,QE2,WAY_B-1_P3,G9,test_time,train,train
B1-277,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,60,min,#8,G418,QE2,WAY_B-1_P3,H1,test_both,test,test
B1-278,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,60,min,#16,EDTA,QE2,WAY_B-1_P3,H2,test_strain_only,test,train
B1-279,WAYB_rep1,CGD,YNB+CSM+2% glucose,30,60,min,#8,G418,QE2,WAY_B-1_P3,H3,test_chem_only,train,test
B1-281,WAYB_rep1,BAH,YNB+CSM+2% glucose,30,60,min,#8,G418,QE2,WAY_B-1_P3,H5,test_chem_only,train,test
B1-283,WAYB_rep1,BAI,YNB+CSM+2% glucose,30,60,min,#8,G418,QE2,WAY_B-1_P3,H7,test_both,val,test
B1-285,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,60,min,#8,G418,QE2,WAY_B-1_P3,H9,test_chem_only,train,test
B1-287,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,60,min,#8,G418,QE2,WAY_B-1_P3,H11,test_chem_only,train,test
B1-289,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,90,min,#1,Water,CAB,WAY_B-1_P4,A1,test_strain_only,test,train
B1-290,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,90,min,#9,Amphotericin B,CAB,WAY_B-1_P4,A2,test_both,test,val
B1-301,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,90,min,#2,EDTA,CAB,WAY_B-1_P4,B1,test_strain_only,test,train
B1-302,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,90,min,#10,Rapamycin,CAB,WAY_B-1_P4,B2,test_strain_only,test,train
B1-313,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,90,min,#3,H2O2,CAB,WAY_B-1_P4,C1,test_both,test,test
B1-314,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,90,min,#11,FCCP,CAB,WAY_B-1_P4,C2,test_both,test,val
B1-315,WAYB_rep1,CGD,YNB+CSM+2% glucose,30,90,min,#3,H2O2,CAB,WAY_B-1_P4,C3,test_chem_only,train,test
B1-317,WAYB_rep1,BAH,YNB+CSM+2% glucose,30,90,min,#3,H2O2,CAB,WAY_B-1_P4,C5,test_chem_only,train,test
B1-319,WAYB_rep1,BAI,YNB+CSM+2% glucose,30,90,min,#3,H2O2,CAB,WAY_B-1_P4,C7,test_both,val,test
B1-321,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,90,min,#3,H2O2,CAB,WAY_B-1_P4,C9,test_chem_only,train,test
B1-323,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,90,min,#3,H2O2,CAB,WAY_B-1_P4,C11,test_chem_only,train,test
B1-325,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,90,min,#4,MMS,CAB,WAY_B-1_P4,D1,test_both,test,test
B1-326,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,90,min,#12,DMSO,CAB,WAY_B-1_P4,D2,test_strain_only,test,train
B1-327,WAYB_rep1,CGD,YNB+CSM+2% glucose,30,90,min,#4,MMS,CAB,WAY_B-1_P4,D3,test_chem_only,train,test
B1-329,WAYB_rep1,BAH,YNB+CSM+2% glucose,30,90,min,#4,MMS,CAB,WAY_B-1_P4,D5,test_chem_only,train,test
B1-331,WAYB_rep1,BAI,YNB+CSM+2% glucose,30,90,min,#4,MMS,CAB,WAY_B-1_P4,D7,test_both,val,test
B1-333,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,90,min,#4,MMS,CAB,WAY_B-1_P4,D9,test_chem_only,train,test
B1-335,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,90,min,#4,MMS,CAB,WAY_B-1_P4,D11,test_chem_only,train,test
B1-337,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,90,min,#5,Cisplatin,CAB,WAY_B-1_P4,E1,test_strain_only,test,train
B1-338,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,90,min,#13,NaCl,CAB,WAY_B-1_P4,E2,test_strain_only,test,train
B1-347,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,90,min,#5,Cisplatin,CAB,WAY_B-1_P4,E11,test_time,train,train
B1-349,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,90,min,#6,CHX,CAB,WAY_B-1_P4,F1,test_strain_only,test,train
B1-350,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,90,min,#14,Hydroxyurea,CAB,WAY_B-1_P4,F2,test_both,test,val
B1-361,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,90,min,#7,SDS,CAB,WAY_B-1_P4,G1,test_strain_only,test,train
B1-362,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,90,min,#15,Sorbitol,CAB,WAY_B-1_P4,G2,test_strain_only,test,train
B1-373,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,90,min,#8,G418,CAB,WAY_B-1_P4,H1,test_both,test,test
B1-374,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,90,min,#16,EDTA,CAB,WAY_B-1_P4,H2,test_strain_only,test,train
B1-375,WAYB_rep1,CGD,YNB+CSM+2% glucose,30,90,min,#8,G418,CAB,WAY_B-1_P4,H3,test_chem_only,train,test
B1-377,WAYB_rep1,BAH,YNB+CSM+2% glucose,30,90,min,#8,G418,CAB,WAY_B-1_P4,H5,test_chem_only,train,test
B1-379,WAYB_rep1,BAI,YNB+CSM+2% glucose,30,90,min,#8,G418,CAB,WAY_B-1_P4,H7,test_both,val,test
B1-381,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,90,min,#8,G418,CAB,WAY_B-1_P4,H9,test_chem_only,train,test
B1-383,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,90,min,#8,G418,CAB,WAY_B-1_P4,H11,test_chem_only,train,test
B1-413,WAYB_rep1,BAH,YNB+CSM+2% glucose,30,120,min,#3,H2O2,QE1,WAY_B-1_P5,C5,test_chem_only,train,test
B1-415,WAYB_rep1,BAI,YNB+CSM+2% glucose,30,120,min,#3,H2O2,QE1,WAY_B-1_P5,C7,test_both,val,test
B1-417,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,120,min,#3,H2O2,QE1,WAY_B-1_P5,C9,test_chem_only,train,test
B1-419,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,120,min,#3,H2O2,QE1,WAY_B-1_P5,C11,test_chem_only,train,test
B1-425,WAYB_rep1,BAH,YNB+CSM+2% glucose,30,120,min,#4,MMS,QE1,WAY_B-1_P5,D5,test_chem_only,train,test
B1-427,WAYB_rep1,BAI,YNB+CSM+2% glucose,30,120,min,#4,MMS,QE1,WAY_B-1_P5,D7,test_both,val,test
B1-429,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,120,min,#4,MMS,QE1,WAY_B-1_P5,D9,test_chem_only,train,test
B1-431,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,120,min,#4,MMS,QE1,WAY_B-1_P5,D11,test_chem_only,train,test
B1-453,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,120,min,#6,CHX,QE1,WAY_B-1_P5,F9,test_time,train,train
B1-468,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,120,min,#15,Sorbitol,QE1,WAY_B-1_P5,G12,test_time,train,train
B1-473,WAYB_rep1,BAH,YNB+CSM+2% glucose,30,120,min,#8,G418,QE1,WAY_B-1_P5,H5,test_chem_only,train,test
B1-475,WAYB_rep1,BAI,YNB+CSM+2% glucose,30,120,min,#8,G418,QE1,WAY_B-1_P5,H7,test_both,val,test
B1-477,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,120,min,#8,G418,QE1,WAY_B-1_P5,H9,test_chem_only,train,test
B1-479,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,120,min,#8,G418,QE1,WAY_B-1_P5,H11,test_chem_only,train,test
B1-481,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,240,min,#1,Water,QE2,WAY_B-1_P6,A1,test_strain_only,test,train
B1-482,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,240,min,#9,Amphotericin B,QE2,WAY_B-1_P6,A2,test_both,test,val
B1-493,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,240,min,#2,EDTA,QE2,WAY_B-1_P6,B1,test_strain_only,test,train
B1-494,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,240,min,#10,Rapamycin,QE2,WAY_B-1_P6,B2,test_strain_only,test,train
B1-505,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,240,min,#3,H2O2,QE2,WAY_B-1_P6,C1,test_both,test,test
B1-506,WAYB_rep1,CRD,YNB+CSM+2% glucose,30,240,min,#11,FCCP,QE2,WAY_B-1_P6,C2,test_both,test,val
B1-507,WAYB_rep1,CGD,YNB+CSM+2% glucose,30,240,min,#3,H2O2,QE2,WAY_B-1_P6,C3,test_chem_only,train,test
B1-509,WAYB_rep1,BAH,YNB+CSM+2% glucose,30,240,min,#3,H2O2,QE2,WAY_B-1_P6,C5,test_chem_only,train,test
B1-511,WAYB_rep1,BAI,YNB+CSM+2% glucose,30,240,min,#3,H2O2,QE2,WAY_B-1_P6,C7,test_both,val,test
B1-513,WAYB_rep1,CEK,YNB+CSM+2% glucose,30,240,min,#3,H2O2,QE2,WAY_B-1_P6,C9,test_chem_only,train,test
B1-515,WAYB_rep1,DHY210,YNB+CSM+2% glucose,30,240,min,#3,H2O2,QE2,WAY_B-1_P6,C11,test_chem_only,train,test
